"reelId","batch","pillarCode","pillar","lensCode","lens","questionCode","question","lifecycle","evidenceStatus","driveVerification"
"0554","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0555","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0556","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0557","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0558","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0559","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0560","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0561","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0562","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0563","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0564","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0565","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0566","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0567","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0568","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0569","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0570","Batch_019","NBR","Brain, neurons, and neuroplasticity","L09","Cross-cultural perspective","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0571","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0572","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0573","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0574","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0575","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0576","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0577","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0578","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0579","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0580","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0581","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0582","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0583","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0584","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0585","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0586","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0587","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0588","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0589","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0590","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0591","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0592","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0593","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0594","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0595","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0596","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0597","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0598","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0599","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0600","Batch_020","NBR","Brain, neurons, and neuroplasticity","L10","Ethical implication","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0601","Batch_021","MEM","Memory and learning","L01","Core definition","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0602","Batch_021","MEM","Memory and learning","L01","Core definition","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0603","Batch_021","MEM","Memory and learning","L01","Core definition","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0604","Batch_021","MEM","Memory and learning","L01","Core definition","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0605","Batch_021","MEM","Memory and learning","L01","Core definition","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0606","Batch_021","MEM","Memory and learning","L01","Core definition","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0607","Batch_021","MEM","Memory and learning","L01","Core definition","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0608","Batch_021","MEM","Memory and learning","L01","Core definition","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0609","Batch_021","MEM","Memory and learning","L01","Core definition","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0610","Batch_021","MEM","Memory and learning","L01","Core definition","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0611","Batch_021","MEM","Memory and learning","L01","Core definition","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0612","Batch_021","MEM","Memory and learning","L01","Core definition","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0613","Batch_021","MEM","Memory and learning","L01","Core definition","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0614","Batch_021","MEM","Memory and learning","L01","Core definition","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0615","Batch_021","MEM","Memory and learning","L01","Core definition","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0616","Batch_021","MEM","Memory and learning","L01","Core definition","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0617","Batch_021","MEM","Memory and learning","L01","Core definition","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0618","Batch_021","MEM","Memory and learning","L01","Core definition","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0619","Batch_021","MEM","Memory and learning","L01","Core definition","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0620","Batch_021","MEM","Memory and learning","L01","Core definition","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0621","Batch_021","MEM","Memory and learning","L01","Core definition","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0622","Batch_021","MEM","Memory and learning","L01","Core definition","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0623","Batch_021","MEM","Memory and learning","L01","Core definition","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0624","Batch_021","MEM","Memory and learning","L01","Core definition","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0625","Batch_021","MEM","Memory and learning","L01","Core definition","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0626","Batch_021","MEM","Memory and learning","L01","Core definition","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0627","Batch_021","MEM","Memory and learning","L01","Core definition","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0628","Batch_021","MEM","Memory and learning","L01","Core definition","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0629","Batch_021","MEM","Memory and learning","L01","Core definition","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0630","Batch_021","MEM","Memory and learning","L01","Core definition","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0631","Batch_022","MEM","Memory and learning","L02","Common misconception","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0632","Batch_022","MEM","Memory and learning","L02","Common misconception","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0633","Batch_022","MEM","Memory and learning","L02","Common misconception","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0634","Batch_022","MEM","Memory and learning","L02","Common misconception","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0635","Batch_022","MEM","Memory and learning","L02","Common misconception","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0636","Batch_022","MEM","Memory and learning","L02","Common misconception","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0637","Batch_022","MEM","Memory and learning","L02","Common misconception","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0638","Batch_022","MEM","Memory and learning","L02","Common misconception","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0639","Batch_022","MEM","Memory and learning","L02","Common misconception","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0640","Batch_022","MEM","Memory and learning","L02","Common misconception","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0641","Batch_022","MEM","Memory and learning","L02","Common misconception","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0642","Batch_022","MEM","Memory and learning","L02","Common misconception","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0643","Batch_022","MEM","Memory and learning","L02","Common misconception","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0644","Batch_022","MEM","Memory and learning","L02","Common misconception","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0645","Batch_022","MEM","Memory and learning","L02","Common misconception","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0646","Batch_022","MEM","Memory and learning","L02","Common misconception","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0647","Batch_022","MEM","Memory and learning","L02","Common misconception","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0648","Batch_022","MEM","Memory and learning","L02","Common misconception","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0649","Batch_022","MEM","Memory and learning","L02","Common misconception","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0650","Batch_022","MEM","Memory and learning","L02","Common misconception","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0651","Batch_022","MEM","Memory and learning","L02","Common misconception","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0652","Batch_022","MEM","Memory and learning","L02","Common misconception","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0653","Batch_022","MEM","Memory and learning","L02","Common misconception","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0654","Batch_022","MEM","Memory and learning","L02","Common misconception","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0655","Batch_022","MEM","Memory and learning","L02","Common misconception","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0656","Batch_022","MEM","Memory and learning","L02","Common misconception","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0657","Batch_022","MEM","Memory and learning","L02","Common misconception","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0658","Batch_022","MEM","Memory and learning","L02","Common misconception","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0659","Batch_022","MEM","Memory and learning","L02","Common misconception","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0660","Batch_022","MEM","Memory and learning","L02","Common misconception","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0661","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0662","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0663","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0664","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0665","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0666","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0667","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0668","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0669","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0670","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0671","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0672","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0673","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0674","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0675","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0676","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0677","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0678","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0679","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0680","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0681","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0682","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0683","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0684","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0685","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0686","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0687","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0688","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0689","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0690","Batch_023","MEM","Memory and learning","L03","Everyday observation","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0691","Batch_024","MEM","Memory and learning","L04","Mechanism","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0692","Batch_024","MEM","Memory and learning","L04","Mechanism","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0693","Batch_024","MEM","Memory and learning","L04","Mechanism","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0694","Batch_024","MEM","Memory and learning","L04","Mechanism","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0695","Batch_024","MEM","Memory and learning","L04","Mechanism","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0696","Batch_024","MEM","Memory and learning","L04","Mechanism","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0697","Batch_024","MEM","Memory and learning","L04","Mechanism","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0698","Batch_024","MEM","Memory and learning","L04","Mechanism","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0699","Batch_024","MEM","Memory and learning","L04","Mechanism","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0700","Batch_024","MEM","Memory and learning","L04","Mechanism","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0701","Batch_024","MEM","Memory and learning","L04","Mechanism","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0702","Batch_024","MEM","Memory and learning","L04","Mechanism","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0703","Batch_024","MEM","Memory and learning","L04","Mechanism","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0704","Batch_024","MEM","Memory and learning","L04","Mechanism","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0705","Batch_024","MEM","Memory and learning","L04","Mechanism","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0706","Batch_024","MEM","Memory and learning","L04","Mechanism","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0707","Batch_024","MEM","Memory and learning","L04","Mechanism","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0708","Batch_024","MEM","Memory and learning","L04","Mechanism","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"0709","Batch_024","MEM","Memory and learning","L04","Mechanism","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"0710","Batch_024","MEM","Memory and learning","L04","Mechanism","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"0711","Batch_024","MEM","Memory and learning","L04","Mechanism","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"0712","Batch_024","MEM","Memory and learning","L04","Mechanism","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"0713","Batch_024","MEM","Memory and learning","L04","Mechanism","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"0714","Batch_024","MEM","Memory and learning","L04","Mechanism","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"0715","Batch_024","MEM","Memory and learning","L04","Mechanism","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"0716","Batch_024","MEM","Memory and learning","L04","Mechanism","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"0717","Batch_024","MEM","Memory and learning","L04","Mechanism","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"0718","Batch_024","MEM","Memory and learning","L04","Mechanism","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"0719","Batch_024","MEM","Memory and learning","L04","Mechanism","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"0720","Batch_024","MEM","Memory and learning","L04","Mechanism","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"0721","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"0722","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"0723","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"0724","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"0725","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"0726","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"0727","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"0728","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"0729","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"0730","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"0731","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"0732","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"0733","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"0734","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"0735","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"0736","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"0737","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"0738","Batch_025","MEM","Memory and learning","L05","Evidence comparison","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
